segment_id,frame_id,host_ns,analysis_time_s,valid,corner_count,centroid_x_px,centroid_y_px,shift_x_px,shift_y_px,rotation_deg,residual_px,scale,r_rms_px,quality,mm_per_pixel,mean_brightness,blur_variance,drop_before
pretest-J1-a0p05-d+1-r02-move-to,2614,2555939242133720,1.005823,1,88,239.5309,180.5231,0.1415,0.9291,-0.01626,0.0640,1.0000537,62.4808,0.9231,0.187378,131.911,470.705,0
pretest-J1-a0p05-d+1-r02-move-to,2615,2555939249696300,1.013386,1,88,239.5212,179.0468,0.1317,-0.5473,-0.02653,0.0865,1.0000779,62.4823,0.8975,0.187378,131.903,382.191,0
pretest-J1-a0p05-d+1-r02-move-to,2616,2555939257258880,1.020948,1,88,239.4523,180.4811,0.0629,0.8870,-0.01329,0.0633,1.0000638,62.4814,0.9240,0.187378,131.902,475.160,0
pretest-J1-a0p05-d+1-r02-move-to,2617,2555939264821460,1.028511,1,88,240.5053,179.5282,1.1158,-0.0659,-0.00609,0.1043,1.0000504,62.4807,0.8778,0.187378,131.904,614.168,0
pretest-J1-a0p05-d+1-r02-move-to,2618,2555939272384040,1.036074,1,88,239.4776,179.4623,0.0881,-0.1318,-0.01606,0.0827,1.0000791,62.4824,0.9018,0.187378,131.897,479.598,0
pretest-J1-a0p05-d+1-r02-move-to,2619,2555939279946620,1.043636,1,88,238.4935,179.4940,-0.8959,-0.1001,-0.00275,0.0991,0.9999552,62.4747,0.8836,0.187378,131.893,664.581,0
pretest-J1-a0p05-d+1-r02-move-to,2620,2555939287509200,1.051199,1,88,239.5079,179.4559,0.1184,-0.1382,-0.01774,0.0855,1.0000727,62.4820,0.8987,0.187378,131.902,507.939,0
pretest-J1-a0p05-d+1-r02-move-to,2621,2555939295071780,1.058761,1,88,239.4730,179.5205,0.0835,-0.0735,-0.02116,0.0895,1.0000300,62.4794,0.8942,0.187378,131.901,587.946,0
pretest-J1-a0p05-d+1-r02-move-to,2622,2555939302634360,1.066324,1,88,239.4981,179.5536,0.1086,-0.0405,-0.01435,0.0860,1.0000352,62.4797,0.8981,0.187378,131.906,522.700,0
pretest-J1-a0p05-d+1-r02-move-to,2623,2555939310196940,1.073886,1,88,239.4480,179.4774,0.0585,-0.1166,-0.01376,0.0854,1.0000258,62.4791,0.8987,0.187378,131.901,430.197,0
pretest-J1-a0p05-d+1-r02-move-to,2624,2555939317759520,1.081449,1,88,239.5166,180.0177,0.1271,0.4237,0.04429,0.1114,1.0001041,62.4840,0.8701,0.187378,131.904,393.846,0
pretest-J1-a0p05-d+1-r02-move-to,2625,2555939325322100,1.089012,1,88,239.5351,180.4989,0.1456,0.9048,-0.01694,0.0655,1.0000181,62.4786,0.9214,0.187378,131.899,527.786,0
pretest-J1-a0p05-d+1-r02-move-to,2626,2555939332884680,1.096574,1,88,239.5131,179.1331,0.1236,-0.4610,0.05306,0.1271,0.9998629,62.4690,0.8536,0.187378,131.906,433.462,0
pretest-J1-a0p05-d+1-r02-move-to,2627,2555939340447260,1.104137,1,88,239.5531,180.4699,0.1637,0.8758,-0.02725,0.0754,0.9999860,62.4766,0.9101,0.187378,131.900,397.108,0
pretest-J1-a0p05-d+1-r02-move-to,2628,2555939348009840,1.111699,1,88,240.3042,179.4754,0.9147,-0.1187,-0.05102,0.1428,1.0001450,62.4866,0.8367,0.187378,131.903,399.330,0
pretest-J1-a0p05-d+1-r02-move-to,2629,2555939355572420,1.119262,1,88,239.9703,179.4872,0.5808,-0.1069,-0.02881,0.0973,1.0000777,62.4823,0.8855,0.187378,131.896,449.948,0
pretest-J1-a0p05-d+1-r02-move-to,2630,2555939363135000,1.126824,1,88,239.4640,179.8121,0.0745,0.2180,-0.13884,0.1063,1.0000418,62.4801,0.8756,0.187378,131.899,390.989,0
pretest-J1-a0p05-d+1-r02-move-to,2631,2555939370697580,1.134387,1,88,238.9692,180.3372,-0.4203,0.7431,-0.13199,0.1030,1.0000073,62.4780,0.8792,0.187378,131.911,367.941,0
pretest-J1-a0p05-d+1-r02-move-to,2632,2555939378260160,1.141950,1,88,239.9925,180.4813,0.6030,0.8872,-0.01212,0.0730,1.0000796,62.4824,0.9129,0.187378,131.902,442.299,0
pretest-J1-a0p05-d+1-r02-move-to,2633,2555939385822740,1.149512,1,88,239.5206,179.5071,0.1311,-0.0870,-0.00925,0.0877,1.0000469,62.4804,0.8961,0.187378,131.898,623.535,0
pretest-J1-a0p05-d+1-r02-move-to,2634,2555939393385320,1.157075,1,88,239.4636,179.5164,0.0741,-0.0777,-0.01990,0.0843,1.0000430,62.4802,0.9000,0.187378,131.899,537.856,0
pretest-J1-a0p05-d+1-r02-move-to,2635,2555939400947900,1.164637,1,88,239.5279,179.5138,0.1384,-0.0803,-0.01888,0.0864,1.0000753,62.4822,0.8977,0.187378,131.901,562.588,0
pretest-J1-a0p05-d+1-r02-move-to,2636,2555939408510480,1.172200,1,88,238.5138,179.4613,-0.8757,-0.1328,-0.01845,0.1055,0.9999658,62.4754,0.8766,0.187378,131.901,494.769,0
pretest-J1-a0p05-d+1-r02-move-to,2637,2555939416073060,1.179763,1,88,239.3135,180.5042,-0.0760,0.9101,-0.09218,0.1556,0.9999797,62.4763,0.8233,0.187378,131.904,501.197,0
pretest-J1-a0p05-d+1-r02-move-to,2638,2555939423635640,1.187325,1,88,238.9834,179.5479,-0.4061,-0.0462,-0.03452,0.0924,1.0001091,62.4843,0.8911,0.187378,131.902,372.279,0
pretest-J1-a0p05-d+1-r02-move-to,2639,2555939431198220,1.194888,1,88,238.4872,178.8891,-0.9023,-0.7050,0.05626,0.1353,0.9999453,62.4741,0.8445,0.187378,131.888,491.423,0
pretest-J1-a0p05-d+1-r02-move-to,2640,2555939438760800,1.202450,1,88,239.4756,178.7895,0.0861,-0.8045,-0.05670,0.1004,0.9999743,62.4759,0.8821,0.187378,131.905,445.998,0
pretest-J1-a0p05-d+1-r02-move-to,2641,2555939446323380,1.210013,1,88,239.5071,179.2237,0.1177,-0.3704,-0.14799,0.1236,0.9999270,62.4730,0.8570,0.187378,131.898,486.099,0
pretest-J1-a0p05-d+1-r02-move-to,2642,2555939453885960,1.217575,1,88,239.5599,179.4750,0.1704,-0.1191,-0.01297,0.0925,1.0000809,62.4825,0.8909,0.187378,131.900,395.598,0
pretest-J1-a0p05-d+1-r02-move-to,2643,2555939461448540,1.225138,1,88,239.5970,179.5252,0.2075,-0.0689,-0.02561,0.1054,1.0000343,62.4796,0.8765,0.187378,131.898,418.298,0
pretest-J1-a0p05-d+1-r02-move-to,2644,2555939469011120,1.232701,1,88,238.5221,179.4458,-0.8674,-0.1483,-0.01445,0.1049,0.9999503,62.4744,0.8772,0.187378,131.897,411.350,0
pretest-J1-a0p05-d+1-r02-move-to,2645,2555939476573700,1.240263,1,88,239.5416,178.5212,0.1521,-1.0728,-0.00934,0.0714,1.0000461,62.4803,0.9146,0.187378,131.899,465.636,0
pretest-J1-a0p05-d+1-r02-move-to,2646,2555939484136280,1.247826,1,88,239.2338,180.0001,-0.1556,0.4060,-0.02016,0.1056,0.9999968,62.4773,0.8764,0.187378,131.895,366.450,0
pretest-J1-a0p05-d+1-r02-move-to,2647,2555939491698860,1.255388,1,88,238.7021,179.4941,-0.6874,-0.0999,0.04606,0.1356,0.9999850,62.4766,0.8441,0.187378,131.898,487.690,0
pretest-J1-a0p05-d+1-r02-move-to,2648,2555939499261440,1.262951,1,88,240.5228,179.5015,1.1333,-0.0926,-0.01376,0.1085,1.0000791,62.4825,0.8733,0.187378,131.898,615.707,0
pretest-J1-a0p05-d+1-r02-move-to,2649,2555939506824020,1.270513,1,88,239.4593,178.5550,0.0698,-1.0390,-0.01777,0.0692,1.0000243,62.4790,0.9171,0.187378,131.906,397.233,0
pretest-J1-a0p05-d+1-r02-move-to,2650,2555939514386600,1.278076,1,88,240.4484,179.4730,1.0589,-0.1211,-0.01394,0.1095,1.0000606,62.4813,0.8721,0.187378,131.897,403.563,0
pretest-J1-a0p05-d+1-r02-move-to,2651,2555939521949180,1.285639,1,88,239.5083,179.4526,0.1188,-0.1414,-0.00732,0.0891,1.0000460,62.4804,0.8946,0.187378,131.908,504.122,0
pretest-J1-a0p05-d+1-r02-move-to,2652,2555939529511760,1.293201,1,88,239.4383,179.5127,0.0488,-0.0813,-0.01777,0.0863,1.0000983,62.4836,0.8979,0.187378,131.901,504.127,0
pretest-J1-a0p05-d+1-r02-move-to,2653,2555939537074340,1.300764,1,88,238.9391,179.5204,-0.4504,-0.0737,0.02376,0.0955,1.0000901,62.4831,0.8876,0.187378,131.897,436.183,0
pretest-J1-a0p05-d+1-r02-move-to,2654,2555939544636920,1.308326,1,88,239.5858,179.4705,0.1964,-0.1235,-0.01758,0.0941,1.0000237,62.4790,0.8890,0.187378,131.899,379.885,0
pretest-J1-a0p05-d+1-r02-move-to,2655,2555939552199500,1.315889,1,88,239.5255,180.2857,0.1360,0.6917,0.09956,0.1412,1.0000694,62.4819,0.8382,0.187378,131.900,379.025,0
pretest-J1-a0p05-d+1-r02-move-to,2656,2555939559762080,1.323452,1,88,240.4775,179.5746,1.0880,-0.0195,0.00827,0.1142,1.0000561,62.4810,0.8670,0.187378,131.899,448.234,0
pretest-J1-a0p05-d+1-r02-move-to,2657,2555939567324660,1.331014,1,88,239.5292,179.4924,0.1397,-0.1017,-0.01711,0.0862,1.0000617,62.4813,0.8979,0.187378,131.906,559.717,0
pretest-J1-a0p05-d+1-r02-move-to,2658,2555939574887240,1.338577,1,88,239.5138,179.4599,0.1243,-0.1342,-0.01281,0.0873,1.0000296,62.4793,0.8966,0.187378,131.895,467.406,0
pretest-J1-a0p05-d+1-r02-move-to,2659,2555939582449820,1.346139,1,88,239.4322,179.5246,0.0427,-0.0695,-0.01923,0.0916,1.0001571,62.4873,0.8923,0.187378,131.918,427.399,0
pretest-J1-a0p05-d+1-r02-move-to,2660,2555939590012400,1.353702,1,88,239.5280,179.5226,0.1385,-0.0715,-0.01393,0.0844,1.0000414,62.4801,0.8999,0.187378,131.903,522.407,0
pretest-J1-a0p05-d+1-r02-move-to,2661,2555939597574980,1.361264,1,88,239.5245,179.5117,0.1350,-0.0824,-0.01217,0.0829,1.0000955,62.4834,0.9017,0.187378,131.907,575.536,0
pretest-J1-a0p05-d+1-r02-move-to,2662,2555939605137560,1.368827,1,88,239.4888,179.4341,0.0993,-0.1600,-0.02531,0.0887,1.0001223,62.4851,0.8953,0.187378,131.899,509.608,0
pretest-J1-a0p05-d+1-r02-move-to,2663,2555939612700140,1.376390,1,88,240.5401,179.4836,1.1506,-0.1104,-0.00853,0.1090,1.0000065,62.4779,0.8726,0.187378,131.904,469.875,0
pretest-J1-a0p05-d+1-r02-move-to,2664,2555939620262720,1.383952,1,88,239.5105,180.0606,0.1210,0.4665,0.00663,0.0924,1.0000938,62.4833,0.8910,0.187378,131.894,448.857,0
pretest-J1-a0p05-d+1-r02-move-to,2665,2555939627825300,1.391515,1,88,238.5169,178.4647,-0.8725,-1.1294,-0.01414,0.0889,0.9999114,62.4719,0.8951,0.187378,131.904,477.633,0
pretest-J1-a0p05-d+1-r02-move-to,2666,2555939635387880,1.399077,1,88,239.4266,179.4975,0.0371,-0.0966,-0.01529,0.0892,1.0000516,62.4807,0.8945,0.187378,131.901,517.920,0
pretest-J1-a0p05-d+1-r02-move-to,2667,2555939642950460,1.406640,1,88,238.5160,179.0805,-0.8735,-0.5136,-0.09135,0.1109,0.9999353,62.4735,0.8707,0.187378,131.899,420.627,0
pretest-J1-a0p05-d+1-r02-move-to,2668,2555939650513040,1.414203,1,88,239.5018,180.0036,0.1123,0.4095,-0.00610,0.0705,1.0000853,62.4828,0.9158,0.187378,131.918,494.214,0
pretest-J1-a0p05-d+1-r02-move-to,2669,2555939658075620,1.421765,1,88,239.8281,179.4760,0.4386,-0.1181,-0.04746,0.1337,1.0000458,62.4804,0.8461,0.187378,131.903,403.012,0
pretest-J1-a0p05-d+1-r02-move-to,2670,2555939665638200,1.429328,1,88,238.8934,179.4913,-0.4961,-0.1028,0.01012,0.1061,1.0002256,62.4916,0.8766,0.187378,131.912,479.288,0
pretest-J1-a0p05-d+1-r02-move-to,2671,2555939673200780,1.436890,1,88,239.4775,179.5573,0.0880,-0.0368,-0.01665,0.0847,1.0000230,62.4789,0.8995,0.187378,131.898,474.528,0
pretest-J1-a0p05-d+1-r02-move-to,2672,2555939680763360,1.444453,1,88,240.4539,179.5232,1.0644,-0.0709,-0.01788,0.1041,1.0000614,62.4813,0.8780,0.187378,131.907,459.537,0
pretest-J1-a0p05-d+1-r02-move-to,2673,2555939688325940,1.452015,1,88,239.4516,179.4864,0.0621,-0.1077,-0.01411,0.0857,1.0000555,62.4809,0.8985,0.187378,131.907,498.266,0
pretest-J1-a0p05-d+1-r02-move-to,2674,2555939695888520,1.459578,1,88,239.8972,179.5274,0.5077,-0.0667,0.03088,0.1103,1.0001212,62.4851,0.8714,0.187378,131.907,413.063,0
pretest-J1-a0p05-d+1-r02-move-to,2675,2555939703451100,1.467141,1,88,238.5309,179.4860,-0.8586,-0.1081,-0.01052,0.1046,1.0000121,62.4783,0.8774,0.187378,131.906,517.580,0
pretest-J1-a0p05-d+1-r02-move-to,2676,2555939711013680,1.474703,1,88,239.5319,178.5191,0.1424,-1.0750,-0.01129,0.0735,1.0000118,62.4782,0.9122,0.187378,131.909,488.593,0
pretest-J1-a0p05-d+1-r02-move-to,2677,2555939718576260,1.482266,1,88,238.5289,179.5453,-0.8606,-0.0488,-0.01846,0.1005,0.9999809,62.4763,0.8819,0.187378,131.899,398.560,0
pretest-J1-a0p05-d-1-r01-move-to,2678,2555939726138840,0.000000,1,88,239.4936,179.4358,0.1149,0.0653,0.01697,0.0000,1.0000229,62.4804,1.0000,0.187584,131.905,517.918,0
pretest-J1-a0p05-d-1-r01-move-to,2679,2555939733701420,0.007563,1,88,238.5145,179.4685,-0.8642,0.0979,0.00969,0.0756,0.9999657,62.4769,0.9100,0.187584,131.902,549.619,0
pretest-J1-a0p05-d-1-r01-move-to,2680,2555939741264000,0.015125,1,88,240.0156,179.3229,0.6368,-0.0476,-0.10596,0.1057,1.0000242,62.4806,0.8762,0.187584,131.908,368.230,0
pretest-J1-a0p05-d-1-r01-move-to,2681,2555939748826580,0.022688,1,88,238.5186,180.4265,-0.8601,1.0559,0.00772,0.1007,0.9999623,62.4767,0.8818,0.187584,131.912,431.060,0
pretest-J1-a0p05-d-1-r01-move-to,2682,2555939756389160,0.030250,1,88,238.5348,178.4890,-0.8440,-0.8816,0.00632,0.1008,0.9998935,62.4724,0.8819,0.187584,131.911,505.278,0
pretest-J1-a0p05-d-1-r01-move-to,2683,2555939763951740,0.037813,1,88,238.5424,179.5169,-0.8363,0.1463,0.00452,0.0765,0.9999163,62.4738,0.9091,0.187584,131.912,492.154,0
pretest-J1-a0p05-d-1-r01-move-to,2684,2555939771514320,0.045375,1,88,239.5053,179.4755,0.1266,0.1050,0.00766,0.0432,1.0000208,62.4803,0.9474,0.187584,131.904,611.040,0
pretest-J1-a0p05-d-1-r01-move-to,2685,2555939779076900,0.052938,1,88,240.4864,179.4795,1.1077,0.1089,0.00104,0.0711,1.0000482,62.4820,0.9150,0.187584,131.910,604.071,0
pretest-J1-a0p05-d-1-r01-move-to,2686,2555939786639480,0.060501,1,88,239.5032,179.4619,0.1244,0.0914,0.01071,0.0394,1.0000518,62.4822,0.9520,0.187584,131.909,533.150,0
pretest-J1-a0p05-d-1-r01-move-to,2687,2555939794202060,0.068063,1,88,240.4645,179.5523,1.0858,0.1817,0.00709,0.0750,1.0001026,62.4854,0.9107,0.187584,131.907,402.073,0
pretest-J1-a0p05-d-1-r01-move-to,2688,2555939801764640,0.075626,1,88,239.4668,179.2819,0.0881,-0.0887,0.02229,0.0870,1.0000287,62.4808,0.8969,0.187584,131.912,392.333,0
pretest-J1-a0p05-d-1-r01-move-to,2689,2555939809327220,0.083188,1,88,239.4992,178.5360,0.1205,-0.8346,0.01193,0.0743,0.9999630,62.4767,0.9114,0.187584,131.906,564.403,0
pretest-J1-a0p05-d-1-r01-move-to,2690,2555939816889800,0.090751,1,88,239.5009,179.4755,0.1221,0.1049,0.00754,0.0406,1.0000597,62.4827,0.9506,0.187584,131.897,626.870,0
pretest-J1-a0p05-d-1-r01-move-to,2691,2555939824452380,0.098314,1,88,239.5047,179.5540,0.1259,0.1834,0.01080,0.0405,0.9999693,62.4771,0.9508,0.187584,131.907,513.735,0
pretest-J1-a0p05-d-1-r01-move-to,2692,2555939832014960,0.105876,1,88,239.5262,179.4861,0.1475,0.1155,0.00919,0.0422,1.0000854,62.4843,0.9489,0.187584,131.905,533.904,0
pretest-J1-a0p05-d-1-r01-move-to,2693,2555939839577540,0.113439,1,88,239.4552,179.5366,0.0765,0.1660,0.00279,0.0448,0.9999974,62.4788,0.9456,0.187584,131.900,405.121,0
pretest-J1-a0p05-d-1-r01-move-to,2694,2555939847140120,0.121001,1,88,239.4908,179.4705,0.1121,0.1000,0.01694,0.0430,1.0000315,62.4809,0.9476,0.187584,131.898,565.023,0
pretest-J1-a0p05-d-1-r01-move-to,2695,2555939854702700,0.128564,1,88,239.5051,179.4213,0.1263,0.0508,-0.03253,0.0738,1.0000197,62.4802,0.9119,0.187584,131.905,499.262,0
pretest-J1-a0p05-d-1-r01-move-to,2696,2555939862265280,0.136126,1,88,238.5205,178.7159,-0.8583,-0.6547,-0.12336,0.1606,0.9999385,62.4753,0.8182,0.187584,131.908,418.380,0
pretest-J1-a0p05-d-1-r01-move-to,2697,2555939869827860,0.143689,1,88,239.4858,180.4620,0.1071,1.0914,0.01039,0.0707,1.0000442,62.4818,0.9155,0.187584,131.892,527.742,0
pretest-J1-a0p05-d-1-r01-move-to,2698,2555939877390440,0.151252,1,88,238.4846,179.4604,-0.8942,0.0899,0.00624,0.0739,0.9999452,62.4756,0.9120,0.187584,131.901,510.145,0
pretest-J1-a0p05-d-1-r01-move-to,2699,2555939884953020,0.158814,1,88,240.4732,179.9846,1.0945,0.6140,0.01851,0.0773,0.9999968,62.4788,0.9079,0.187584,131.895,427.616,0
pretest-J1-a0p05-d-1-r01-move-to,2700,2555939892515600,0.166377,1,88,238.5206,180.3291,-0.8582,0.9586,-0.08098,0.1316,0.9998814,62.4717,0.8486,0.187584,131.905,413.120,0
pretest-J1-a0p05-d-1-r01-move-to,2701,2555939900078180,0.173939,1,88,239.4500,180.4822,0.0713,1.1117,0.00877,0.0716,1.0000797,62.4840,0.9145,0.187584,131.904,470.562,0
pretest-J1-a0p05-d-1-r01-move-to,2702,2555939907640760,0.181502,1,88,238.5084,179.5239,-0.8703,0.1534,0.01357,0.0716,0.9999296,62.4746,0.9146,0.187584,131.910,613.085,0
pretest-J1-a0p05-d-1-r01-move-to,2703,2555939915203340,0.189065,1,88,240.0603,179.4894,0.6816,0.1189,0.03564,0.0828,1.0000154,62.4800,0.9017,0.187584,131.901,483.002,0
pretest-J1-a0p05-d-1-r01-move-to,2704,2555939922765920,0.196627,1,88,239.4626,179.5332,0.0839,0.1627,0.00301,0.0441,0.9999759,62.4775,0.9465,0.187584,131.905,450.106,0
pretest-J1-a0p05-d-1-r01-move-to,2705,2555939930328500,0.204190,1,88,238.5178,179.4538,-0.8610,0.0832,0.01300,0.0777,0.9999028,62.4729,0.9079,0.187584,131.894,453.408,0
pretest-J1-a0p05-d-1-r01-move-to,2706,2555939937891080,0.211752,1,88,237.5601,179.5479,-1.8186,0.1773,0.00736,0.0595,1.0000144,62.4799,0.9283,0.187584,131.898,372.678,0
pretest-J1-a0p05-d-1-r01-move-to,2707,2555939945453660,0.219315,1,88,238.4792,179.2733,-0.8995,-0.0973,0.11741,0.1244,0.9998965,62.4726,0.8563,0.187584,131.910,460.157,0
pretest-J1-a0p05-d-1-r01-move-to,2708,2555939953016240,0.226877,1,88,237.5156,180.4485,-1.8631,1.0780,0.00681,0.0811,1.0000663,62.4831,0.9037,0.187584,131.903,424.539,0
pretest-J1-a0p05-d-1-r01-move-to,2709,2555939960578820,0.234440,1,88,237.4639,179.4258,-1.9148,0.0553,-0.01895,0.0648,1.0001174,62.4863,0.9225,0.187584,131.904,390.058,0
pretest-J1-a0p05-d-1-r01-move-to,2710,2555939968141400,0.242003,1,88,237.4716,179.5478,-1.9071,0.1772,0.01006,0.0536,1.0000677,62.4832,0.9353,0.187584,131.903,453.612,0
pretest-J1-a0p05-d-1-r01-move-to,2711,2555939975703980,0.249565,1,88,237.5305,179.4775,-1.8483,0.1070,0.01725,0.0536,1.0001262,62.4869,0.9357,0.187584,131.894,456.386,0
pretest-J1-a0p05-d-1-r01-move-to,2712,2555939983266560,0.257128,1,88,237.5210,180.4614,-1.8577,1.0909,0.00039,0.0783,1.0001120,62.4860,0.9070,0.187584,131.895,428.397,0
pretest-J1-a0p05-d-1-r01-move-to,2713,2555939990829140,0.264690,1,88,237.4565,179.5220,-1.9222,0.1514,0.00851,0.0524,1.0001102,62.4859,0.9369,0.187584,131.907,463.792,0
pretest-J1-a0p05-d-1-r01-move-to,2714,2555939998391720,0.272253,1,88,237.5220,178.4445,-1.8567,-0.9260,0.02695,0.0813,1.0000463,62.4819,0.9034,0.187584,131.899,408.623,0
pretest-J1-a0p05-d-1-r01-move-to,2715,2555940005954300,0.279815,1,88,237.4705,179.4591,-1.9082,0.0886,0.01323,0.0535,1.0001589,62.4889,0.9362,0.187584,131.908,449.485,0
pretest-J1-a0p05-d-1-r01-move-to,2716,2555940013516880,0.287378,1,88,238.2097,179.5278,-1.1690,0.1572,0.08717,0.1486,0.9999793,62.4778,0.8305,0.187584,131.893,393.417,0
pretest-J1-a0p05-d-1-r01-move-to,2717,2555940021079460,0.294941,1,88,237.4466,179.4810,-1.9322,0.1104,0.00663,0.0522,1.0000714,62.4834,0.9369,0.187584,131.886,447.565,0
pretest-J1-a0p05-d-1-r01-move-to,2718,2555940028642040,0.302503,1,88,238.4655,180.5405,-0.9133,1.1700,0.01236,0.0948,0.9999783,62.4777,0.8883,0.187584,131.886,441.883,0
pretest-J1-a0p05-d-1-r01-move-to,2719,2555940036204620,0.310066,1,88,237.5111,178.7937,-1.8676,-0.5769,0.03226,0.1019,0.9999433,62.4755,0.8805,0.187584,131.896,441.138,0
pretest-J1-a0p05-d-1-r01-move-to,2720,2555940043767200,0.317628,1,88,237.5217,179.4748,-1.8570,0.1043,0.01142,0.0532,1.0000911,62.4847,0.9358,0.187584,131.903,484.310,0
pretest-J1-a0p05-d-1-r01-move-to,2721,2555940051329780,0.325191,1,88,237.5107,179.9943,-1.8680,0.6237,0.02832,0.0598,1.0000753,62.4837,0.9281,0.187584,131.900,436.098,0
pretest-J1-a0p05-d-1-r01-move-to,2722,2555940058892360,0.332754,1,88,237.5210,178.5478,-1.8577,-0.8227,0.01041,0.0797,1.0000820,62.4841,0.9053,0.187584,131.896,428.060,0
pretest-J1-a0p05-d-1-r01-move-to,2723,2555940066454940,0.340316,1,88,237.4648,179.0123,-1.9140,-0.3583,-0.00301,0.0639,1.0000434,62.4817,0.9232,0.187584,131.910,389.817,0
pretest-J1-a0p05-d-1-r01-move-to,2724,2555940074017520,0.347879,1,88,237.5022,180.4673,-1.8765,1.0967,0.00707,0.0806,1.0000824,62.4842,0.9043,0.187584,131.912,593.833,0
pretest-J1-a0p05-d-1-r01-move-to,2725,2555940081580100,0.355441,1,88,238.4508,179.5223,-0.9280,0.1518,0.01068,0.0743,0.9999598,62.4765,0.9114,0.187584,131.896,457.148,0
pretest-J1-a0p05-d-1-r01-move-to,2726,2555940089142680,0.363004,1,88,236.5225,179.5446,-2.8562,0.1740,0.01117,0.0599,0.9999182,62.4739,0.9283,0.187584,131.887,437.153,0
pretest-J1-a0p05-d-1-r01-move-to,2727,2555940096705260,0.370566,1,88,238.4655,179.6139,-0.9132,0.2433,-0.04758,0.1036,0.9998455,62.4694,0.8792,0.187584,131.906,380.996,0
pretest-J1-a0p05-d-1-r01-move-to,2728,2555940104267840,0.378129,1,88,237.4835,179.5269,-1.8953,0.1563,0.00137,0.0525,1.0000796,62.4840,0.9366,0.187584,131.893,615.650,0
pretest-J1-a0p05-d-1-r01-move-to,2729,2555940111830420,0.385692,1,88,238.4562,179.4796,-0.9225,0.1091,-0.00052,0.0758,0.9999286,62.4745,0.9099,0.187584,131.906,472.742,0
pretest-J1-a0p05-d-1-r01-move-to,2730,2555940119393000,0.393254,1,88,237.5347,179.4750,-1.8441,0.1045,0.01172,0.0543,1.0000958,62.4850,0.9346,0.187584,131.892,433.418,0
pretest-J1-a0p05-d-1-r01-move-to,2731,2555940126955580,0.400817,1,88,237.4725,178.6119,-1.9062,-0.7587,0.04663,0.0916,0.9999627,62.4767,0.8919,0.187584,131.903,430.905,0
pretest-J1-a0p05-d-1-r01-move-to,2732,2555940134518160,0.408379,1,88,237.5086,179.4464,-1.8701,0.0759,0.01691,0.0526,1.0000900,62.4846,0.9365,0.187584,131.899,482.256,0
pretest-J1-a0p05-d-1-r01-move-to,2733,2555940142080740,0.415942,1,88,237.4754,179.4900,-1.9034,0.1195,0.00931,0.0533,1.0000922,62.4847,0.9357,0.187584,131.904,628.756,0
pretest-J1-a0p05-d-1-r01-move-to,2734,2555940149643320,0.423504,1,88,237.4752,180.5176,-1.9035,1.1471,0.00431,0.0738,1.0001380,62.4876,0.9123,0.187584,131.902,608.932,0
pretest-J1-a0p05-d-1-r01-move-to,2735,2555940157205900,0.431067,1,88,236.5419,179.5235,-2.8368,0.1529,0.01251,0.0582,0.9998746,62.4711,0.9307,0.187584,131.905,448.807,0
pretest-J1-a0p05-d-1-r01-move-to,2736,2555940164768480,0.438630,1,88,237.5357,180.4750,-1.8430,1.1044,0.01077,0.0762,1.0000788,62.4839,0.9092,0.187584,131.901,440.539,0
pretest-J1-a0p05-d-1-r01-move-to,2737,2555940172331060,0.446192,1,88,238.5136,179.6162,-0.8652,0.2456,-0.04188,0.0998,0.9999313,62.4747,0.8829,0.187584,131.908,453.721,0
pretest-J1-a0p05-d-1-r01-move-to,2738,2555940179893640,0.453755,1,88,237.4601,179.5091,-1.9186,0.1385,0.00752,0.0540,1.0001148,62.4862,0.9351,0.187584,131.902,565.535,0
pretest-J1-a0p05-d-1-r01-move-to,2739,2555940187456220,0.461317,1,88,237.9986,179.5278,-1.3801,0.1573,0.00105,0.0560,1.0000116,62.4797,0.9324,0.187584,131.910,382.206,0
pretest-J1-a0p05-d-1-r01-move-to,2740,2555940195018800,0.468880,1,88,237.5049,179.4734,-1.8738,0.1029,0.00869,0.0536,1.0001074,62.4857,0.9354,0.187584,131.894,602.827,0
pretest-J1-a0p05-d-1-r01-move-to,2741,2555940202581380,0.476443,1,88,237.5108,177.9934,-1.8680,-1.3772,0.00657,0.0614,1.0001467,62.4882,0.9267,0.187584,131.909,439.508,0
pretest-J1-a0p05-d-1-r01-move-to,2742,2555940210143960,0.484005,1,88,237.4646,179.4586,-1.9142,0.0880,0.00370,0.0512,1.0000668,62.4832,0.9381,0.187584,131.901,426.651,0
pretest-J1-a0p05-d-1-r01-move-to,2743,2555940217706540,0.491568,1,88,237.5342,179.5274,-1.8446,0.1569,0.01244,0.0517,1.0001215,62.4866,0.9378,0.187584,131.892,435.770,0
pretest-J1-a0p05-d-1-r01-move-to,2744,2555940225269120,0.499130,1,88,237.4738,179.5520,-1.9049,0.1814,0.01072,0.0529,1.0000860,62.4844,0.9362,0.187584,131.893,460.254,0
pretest-J1-a0p05-d-1-r01-move-to,2745,2555940232831700,0.506693,1,88,237.4526,178.5253,-1.9262,-0.8453,0.01483,0.0802,1.0000271,62.4807,0.9046,0.187584,131.896,453.586,0
